City/Community Cases "Case Rate" Deaths "Death Rate"
"Los Angeles - Hancock Park" 223 1309 3 18
"Los Angeles - Harbor City" 487 1675 11 38
"Los Angeles - Harbor Gateway" 970 2225 13 30
"Los Angeles - Harbor Pines" 20 830 0 0
"Los Angeles - Harvard Heights" 551 3055 24 133
"Los Angeles - Harvard Park" 1595 4205 23 61
"Los Angeles - Highland Park" 1077 2226 19 39
"Los Angeles - Historic Filipinotown" 428 3086 15 108
"Los Angeles - Hollywood" 1172 1717 14 21
"Los Angeles - Hollywood Hills" 283 961 7 24
"Los Angeles - Hyde Park" 785 2750 14 49
"Los Angeles - Jefferson Park" 253 3134 0 0
"Los Angeles - Koreatown" 1140 2205 32 62
"Los Angeles - Lafayette Square" 81 1777 3 66
"Los Angeles - Lake Balboa" 995 2357 19 45
"Los Angeles - Lakeview Terrace" 536 4081 23 175
"Los Angeles - Leimert Park" 312 2048 7 46
"Los Angeles - Lincoln Heights" 1054 3233 47 144
"Los Angeles - Little Armenia" 390 4860 51 636
"Los Angeles - Little Bangladesh" 479 1690 5 18
"Los Angeles - Little Tokyo" 86 2745 2 64
"Los Angeles - Longwood" 112 2602 0 0
"Los Angeles - Los Feliz" 206 953 2 9
"Los Angeles - Manchester Square" 191 2238 4 47
"Los Angeles - Mandeville Canyon" 26 832 0 0
"Los Angeles - Mar Vista" 311 732 6 14
"Los Angeles - Marina Peninsula" 35 803 0 0
"Los Angeles - Melrose" 1872 2409 70 90
"Los Angeles - Mid-city" 281 1870 24 160
"Los Angeles - Miracle Mile" 169 940 6 33
"Los Angeles - Mission Hills" 754 3126 37 153
"Los Angeles - Mt. Washington" 544 2253 16 66
"Los Angeles - North Hills" 1788 2904 44 71
"Los Angeles - North Hollywood" 3757 2481 68 45
"Los Angeles - Northridge" 1380 1977 43 62
"Los Angeles - Pacific Palisades" 124 582 4 19
"Los Angeles - Pacoima" 3389 4402 49 64
"Los Angeles - Palisades Highlands" 28 728 0 0
"Los Angeles - Palms" 534 1217 30 68
"Los Angeles - Panorama City" 2842 3777 89 118
"Los Angeles - Park La Brea" 104 766 1 7
"Los Angeles - Pico-Union" 1754 4192 93 222
"Los Angeles - Playa Del Rey" 27 845 0 0
"Los Angeles - Playa Vista" 137 1251 0 0
"Los Angeles - Porter Ranch" 358 1006 6 17
"Los Angeles - Rancho Park" 89 1357 0 0
"Los Angeles - Regent Square" 30 1079 0 0
"Los Angeles - Reseda" 2106 2749 79 103
"Los Angeles - Reseda Ranch" 111 2394 0 0
"Los Angeles - Reynier Village" 39 922 0 0
"Los Angeles - San Pedro*" 1927 2469 28 36
"Los Angeles - Shadow Hills" 61 1373 0 0
"Los Angeles - Sherman Oaks" 1021 1170 28 32
"Los Angeles - Silverlake" 613 1391 19 43
"Los Angeles - South Carthay" 116 1095 2 19
"Los Angeles - South Park" 2011 5298 28 74
"Los Angeles - St Elmo Village" 140 3054 8 175
"Los Angeles - Studio City" 240 1070 9 40
"Los Angeles - Sun Valley" 1607 3062 29 55
"Los Angeles - Sunland" 434 2127 29 142
"Los Angeles - Sycamore Square" 7 1082 0 0
"Los Angeles - Sylmar*" 3195 3878 83 101
"Los Angeles - Tarzana" 634 2053 37 120
"Los Angeles - Temple-Beaudry" 1216 3080 27 68
"Los Angeles - Thai Town" 157 1601 1 10
"Los Angeles - Toluca Lake" 102 1172 0 0
"Los Angeles - Toluca Terrace" 23 1761 1 77
"Los Angeles - Toluca Woods" 18 969 0 0
"Los Angeles - Tujunga" 500 1798 14 50
"Los Angeles - University Hills" 52 1516 1 29
"Los Angeles - University Park" 1088 3963 19 69
"Los Angeles - Valley Glen" 619 2062 21 70
"Los Angeles - Valley Village" 504 2039 25 101
"Los Angeles - Van Nuys" 2902 3114 86 92
"Los Angeles - Venice" 288 850 3 9
"Los Angeles - Vermont Knolls" 713 4145 16 93
"Los Angeles - Vermont Square" 334 4362 3 39
"Los Angeles - Vermont Vista" 1898 4608 26 63
"Los Angeles - Vernon Central" 2943 5660 41 79
"Los Angeles - Victoria Park" 208 2476 4 48
"Los Angeles - View Heights" 45 1218 3 81
"Los Angeles - Watts" 1914 4485 29 68
"Los Angeles - Wellington Square" 119 2421 0 0
"Los Angeles - West Adams" 888 3214 41 148
"Los Angeles - West Hills" 526 1297 29 72
"Los Angeles - West Los Angeles" 492 1307 15 40
"Los Angeles - West Vernon" 2312 4310 50 93
"Los Angeles - Westchester" 411 796 15 29
"Los Angeles - Westlake" 2368 3990 140 236
"Los Angeles - Westwood" 366 676 6 11
"Los Angeles - Wholesale District*" 2360 6532 26 72
"Los Angeles - Wilmington" 1745 3089 19 34
"Los Angeles - Wilshire Center" 1090 2173 36 72
"Los Angeles - Winnetka" 1228 2371 18 35
"Los Angeles - Woodland Hills" 870 1278 31 46
"Unincorporated - Acton" 68 853 2 25
"Unincorporated - Agua Dulce" 26 625 0 0
"Unincorporated - Altadena" 684 1568 14 32
"Unincorporated - Anaverde" 16 1061 0 0
"Unincorporated - Angeles National Forest" 5 402 0 0
"Unincorporated - Arcadia" 87 1090 3 38
"Unincorporated - Athens-Westmont" 1518 3577 27 64
"Unincorporated - Athens Village" 235 4799 10 204
"Unincorporated - Avocado Heights" 290 4280 3 44
"Unincorporated - Azusa" 497 3121 3 19
"Unincorporated - Bassett" 626 4225 9 61
"Unincorporated - Bouquet Canyon" 6 559 1 93
"Unincorporated - Bradbury" 4 3704 1 926
"Unincorporated - Canyon Country" 130 1682 0 0
"Unincorporated - Castaic*" 1937 7124 4 15
"Unincorporated - Cerritos" 17 2896 0 0
"Unincorporated - Charter Oak" 0 0 0 0
"Unincorporated - Claremont" 22 3134 3 427
"Unincorporated - Covina" 422 2509 7 42
"Unincorporated - Covina (Charter Oak)" 305 2320 2 15
"Unincorporated - Del Aire" 75 1707 2 46
"Unincorporated - Del Rey" 3 943 0 0
"Unincorporated - Del Sur" 15 621 1 41
"Unincorporated - Desert View Highlands" 47 1885 1 40
"Unincorporated - Duarte" 147 3320 4 90
"Unincorporated - East Covina" 4 1216 0 0
"Unincorporated - East La Mirada" 99 1871 1 19
"Unincorporated - East Lancaster" 0 0 0 0
"Unincorporated - East Los Angeles" 6161 4918 102 81
"Unincorporated - East Pasadena" 80 1249 1 16
"Unincorporated - East Rancho Dominguez" 670 4377 14 91
"Unincorporated - East Whittier" 86 1621 0 0
"Unincorporated - El Camino Village" 146 1661 3 34
"Unincorporated - El Monte" 6 4138 0 0
"Unincorporated - Elizabeth Lake" 7 421 0 0
"Unincorporated - Florence-Firestone" 3380 5224 49 76
"Unincorporated - Franklin Canyon" 0 0 0 0
"Unincorporated - Glendora" 12 1818 0 0
"Unincorporated - Hacienda Heights" 1003 1793 16 29
"Unincorporated - Harbor Gateway" 0 0 0 0
"Unincorporated - Hawthorne" 60 2387 0 0
"Unincorporated - Hi Vista" 7 638 0 0
"Unincorporated - Kagel/Lopez Canyons" 37 2620 1 71
"Unincorporated - La Crescenta-Montrose" 198 1000 2 10
"Unincorporated - La Habra Heights" 0 0 0 0
"Unincorporated - La Rambla" 77 3711 12 578
"Unincorporated - La Verne*" 34 1667 0 0
"Unincorporated - Ladera Heights" 95 1344 3 42
"Unincorporated - Lake Hughes" 3 449 0 0
"Unincorporated - Lake Los Angeles" 222 1708 4 31
"Unincorporated - Lake Manor" 24 1461 0 0
"Unincorporated - Lakewood" 0 0 0 0
"Unincorporated - Lennox" 697 3092 6 27
"Unincorporated - Leona Valley" 18 1028 0 0
"Unincorporated - Littlerock" 84 2089 0 0
"Unincorporated - Littlerock/Juniper Hills" 9 694 0 0
"Unincorporated - Littlerock/Pearblossom" 90 2522 0 0
"Unincorporated - Llano" 3 342 0 0
"Unincorporated - Marina del Rey" 68 723 1 11
"Unincorporated - Miracle Mile" 0 0 0 0
"Unincorporated - Monrovia" 80 2061 0 0
"Unincorporated - Newhall" 7 3182 0 0
"Unincorporated - North Lancaster" 18 1503 0 0
"Unincorporated - North Whittier" 205 2452 10 120
"Unincorporated - Northeast San Gabriel" 330 1373 8 33
"Unincorporated - Padua Hills" 3 1395 0 0
"Unincorporated - Palmdale" 21 2494 0 0
"Unincorporated - Palos Verdes Peninsula" 3 483 0 0
"Unincorporated - Pearblossom/Llano" 24 1227 1 51
"Unincorporated - Pellissier Village" 26 4200 0 0
"Unincorporated - Placerita Canyon" 0 0 0 0
"Unincorporated - Pomona" 16 826 1 52
"Unincorporated - Quartz Hill" 172 1333 11 85
"Unincorporated - Rancho Dominguez" 72 2706 2 75
"Unincorporated - Roosevelt" 8 859 0 0
"Unincorporated - Rosewood" 28 2177 0 0
"Unincorporated - Rosewood/East Gardena" 28 2347 1 84
"Unincorporated - Rosewood/West Rancho Dominguez" 106 3154 0 0
"Unincorporated - Rowland Heights" 650 1274 13 25
"Unincorporated - San Clemente Island" 0 0 0 0
"Unincorporated - San Francisquito Canyon/Bouquet Canyon" 0 0 0 0
"Unincorporated - San Jose Hills" 705 3486 10 49
"Unincorporated - San Pasqual" 10 491 0 0
"Unincorporated - Sand Canyon" 6 1948 0 0
"Unincorporated - Santa Catalina Island" 25 9363 0 0
"Unincorporated - Santa Monica Mountains*" 113 607 1 5
"Unincorporated - Saugus" 27 17419 0 0
"Unincorporated - Saugus/Canyon Country" 1 281 0 0
"Unincorporated - South Antelope Valley" 6 1319 0 0
"Unincorporated - South El Monte" 86 4791 0 0
"Unincorporated - South San Gabriel" 176 1989 5 57
"Unincorporated - South Whittier" 1733 2926 31 52
"Unincorporated - Southeast Antelope Valley" 13 1665 0 0
"Unincorporated - Stevenson Ranch" 159 758 2 10
"Unincorporated - Sun Village" 160 2651 2 33
"Unincorporated - Sunrise Village" 53 4090 0 0
"Unincorporated - Twin Lakes/Oat Mountain" 12 724 1 60
"Unincorporated - Val Verde" 69 2085 1 30
"Unincorporated - Valencia" 42 1367 1 33
"Unincorporated - Valinda" 737 3153 7 30
"Unincorporated - View Park/Windsor Hills" 142 1220 3 26
"Unincorporated - Walnut Park" 697 4318 12 74
"Unincorporated - West Antelope Valley" 5 331 0 0
"Unincorporated - West Carson" 425 1924 35 158
"Unincorporated - West Chatsworth" 0 0 0 0
"Unincorporated - West LA" 43 4517 2 210
"Unincorporated - West Puente Valley" 379 3854 3 31
"Unincorporated - West Rancho Dominguez" 22 1619 3 221
"Unincorporated - West Whittier/Los Nietos" 964 3580 15 56
"Unincorporated - Westfield/Academy Hills" 7 538 0 0
"Unincorporated - Westhills" 9 1073 0 0
"Unincorporated - White Fence Farms" 44 1195 0 0
"Unincorporated - Whittier" 65 1718 2 53
"Unincorporated - Whittier Narrows" 2 16667 0 0
"Unincorporated - Willowbrook" 1434 4107 20 57
"Unincorporated - Wiseburn" 122 2024 1 17
"-  Under Investigation" 4967 0 34 0
